iter	RMSE
284	0.141649548
285	0.1414587444
286	0.1412322861
287	0.1410154679
288	0.1408122723
289	0.140608147
290	0.1404080084
291	0.1401679592
292	0.1399865916
293	0.1397996297
294	0.1396123834
295	0.1394496958
296	0.1392515683
297	0.1390417022
298	0.1388512372
299	0.138649073
300	0.1384484296
301	0.1382366203
302	0.1380500959
303	0.1378594674
304	0.1376539306
305	0.1374943312
306	0.1373139185
307	0.1371212657
308	0.136949365
309	0.1367890472
310	0.136627482
311	0.1364270129
312	0.1362417374
313	0.1360756787
314	0.1358967167
315	0.1357534922
316	0.1355709161
317	0.1353968683
318	0.1352401263
319	0.1350451432
320	0.1348740345
321	0.1347230304
322	0.1345615163
323	0.1344086423
324	0.1342534848
325	0.1340541684
326	0.1338700452
327	0.1336965358
328	0.1335410908
329	0.1334335874
330	0.1332912088
331	0.133132116
332	0.1329928497
333	0.1328268365
334	0.1327054029
335	0.1325570339
336	0.132391158
337	0.1322616872
338	0.1321230961
339	0.1319793411
340	0.1318544428
341	0.1317048575
342	0.1315467973
343	0.1314308765
344	0.1312872212
345	0.1311646651
346	0.1310569931
347	0.130927861
348	0.1307942829
349	0.1306115509
350	0.1304620951
351	0.1303404242
352	0.1301991034
353	0.1300983791
354	0.1299841987
355	0.1298528564
356	0.129701638
357	0.1295778559
358	0.1294492851
359	0.1293303007
360	0.1291693418
361	0.1290420678
362	0.128908057
363	0.1287635627
364	0.1286518919
365	0.1285019265
366	0.1283680959
367	0.1282526949
368	0.128116244
369	0.127985552
370	0.1278476395
371	0.127738735
372	0.1276268254
373	0.1275070981
374	0.1273829943
375	0.1272641562
376	0.127144848
377	0.127026308
378	0.1269059508
379	0.1267657031
380	0.1266303414
381	0.1265131137
382	0.1263853652
383	0.1262398046
384	0.1260934147
385	0.1259813424
386	0.1258635681
387	0.1257445624
388	0.1256371855
389	0.1255013335
390	0.1253952123
391	0.1252531736
392	0.1251489281
393	0.1250613928
394	0.1249141055
395	0.1247892141
396	0.1246830119
397	0.1245761897
398	0.1244792634
399	0.1243833534
400	0.1243010114
401	0.1242002439
402	0.1240911425
403	0.1239965079
404	0.123900623
405	0.1238064305
406	0.123712314
407	0.1236132632
408	0.123520452
409	0.1233992904
410	0.1233012643
411	0.1232079396
412	0.1230991409
413	0.1230124403
414	0.1228901744
415	0.1227808984
416	0.1226548354
417	0.1225422556
418	0.1224093893
419	0.1223159176
420	0.1222153691
421	0.1221110462
422	0.1220336224
423	0.1219297979
424	0.121828601
425	0.1217375233
426	0.1216777634
427	0.1215590687
428	0.1214529595
429	0.1213543279
430	0.1212612477
431	0.1211658882
432	0.1210971511
433	0.1210106013
434	0.1209223392
435	0.1208406977
436	0.1207578565
437	0.1206629394
438	0.1205753219
439	0.1204827789
440	0.1204124767
441	0.1202995723
442	0.1202223814
443	0.120149027
444	0.12006308
445	0.1199881397
446	0.1198948382
447	0.1197958218
448	0.1197127968
449	0.1196364471
450	0.1195484182
451	0.119482224
452	0.1194027825
453	0.1193152815
454	0.1192361824
455	0.1191391251
456	0.1190777831
457	0.1189844627
458	0.1189069556
459	0.1188432767
460	0.1187716539
461	0.1186883285
462	0.1186045588
463	0.1185142026
464	0.1184128793
465	0.1183285449
466	0.1182227796
467	0.118143331
468	0.1180672361
469	0.1180049362
470	0.1179323819
471	0.1178491884
472	0.117773469
473	0.1176919194
474	0.1175746112
475	0.11748396
476	0.1174145292
477	0.1173360322
478	0.1172516498
479	0.1171607797
480	0.1170869799
481	0.1170156067
482	0.1169125454
483	0.1168386419
484	0.1167529821
485	0.11665886
486	0.116586011
487	0.1165136578
488	0.116450827
489	0.1163873639
490	0.1162971366
491	0.1162077275
492	0.1161428818
493	0.1160576418
494	0.1159716889
495	0.1158984467
496	0.1158421913
497	0.1157609576
498	0.1156643546
499	0.1155842261
500	0.1155219696
501	0.1154485851
502	0.1153804998
503	0.1153241809
504	0.1152672637
505	0.1151963534
506	0.1150984409
507	0.1150350965
508	0.1149474105
509	0.1148795545
510	0.1148170095
511	0.114735286
512	0.114673901
513	0.1146167661
514	0.1145654626
515	0.1144934272
516	0.1144305437
517	0.114372884
518	0.1143178135
519	0.1142724616
520	0.1142127229
521	0.1141381992
522	0.1140557364
523	0.1139548863
524	0.1138842345
525	0.1138085733
526	0.1137245183
527	0.1136735931
528	0.1136306817
529	0.1135722845
530	0.1134952483
531	0.1134408145
532	0.113377218
533	0.113327834
534	0.1132751559
535	0.1132072949
536	0.1131640945
537	0.113107713
538	0.113009557
539	0.1129222405
540	0.1128535527
541	0.1127954394
542	0.1127311318
543	0.1126662046
544	0.1125917299
545	0.1125175503
546	0.1124532559
547	0.1123890095
548	0.1123528414
549	0.1122916572
550	0.1122288487
551	0.1121471935
552	0.1120849828
553	0.1120150723
554	0.111966018
555	0.1119072395
556	0.1118471296
557	0.1118042299
558	0.1117390724
559	0.1116658424
560	0.1116036042
561	0.1115630695
562	0.1115099829
563	0.1114291836
564	0.1113750151
565	0.1112883119
566	0.111239413
567	0.1111765101
568	0.1111141165
569	0.111045513
570	0.1110080426
571	0.110961089
572	0.1109058503
573	0.1108167712
574	0.1107501175
575	0.1106939356
576	0.1106584936
577	0.1106068494
578	0.1105510993
579	0.110461503
580	0.1104002565
581	0.1103341048
582	0.110281447
583	0.110209783
584	0.1101568054
585	0.110097432
586	0.1100371137
587	0.1099938964
588	0.109917917
589	0.1098582325
590	0.1098181645
591	0.1097618802
592	0.1097010732
593	0.1096648618
594	0.1096107911
595	0.1095870964
596	0.1095480187
597	0.1094785556
598	0.1094332751
599	0.1093768496
600	0.109319373
601	0.1092659099
602	0.1092127117
603	0.1091507651
604	0.1090883457
605	0.1090565536
606	0.10901535
607	0.1089577129
608	0.1088953641
609	0.1088373821
610	0.1087826017
611	0.1087406555
612	0.1086868976
613	0.1086369973
614	0.1085830274
615	0.108542671
616	0.1084960106
617	0.1084434453
618	0.1083985705
619	0.1083451378
620	0.1082953781
621	0.1082280326
622	0.1081909743
623	0.1081464692
624	0.1080939822
625	0.1080212148
626	0.1079550212
627	0.1079161997
628	0.1078753445
629	0.1078075815
630	0.1077570025
631	0.1076981108
632	0.1076456341
633	0.1076129426
634	0.1075581995
635	0.1074933332
636	0.1074375593
637	0.1073845905
638	0.1073364587
639	0.1072816656
640	0.1072234685
641	0.1071701913
642	0.1071171446
643	0.1070719227
644	0.1070320954
645	0.1069756239
646	0.1069328792
647	0.1068842975
648	0.1068475172
649	0.1067900684
650	0.1067402797
651	0.1066887368
652	0.1066647645
653	0.1066058769
654	0.1065582978
655	0.1065222778
656	0.1064821677
657	0.106421183
658	0.1063739901
659	0.1063199659
660	0.1062734591
661	0.1062248116
662	0.1061762192
663	0.1061421869
664	0.1061007089
665	0.1060604271
666	0.1060058868
667	0.1059642719
668	0.1059273599
669	0.1058841523
670	0.1058287082
671	0.1057907565
672	0.105735116
673	0.1056766421
674	0.1056261688
675	0.1055779208
676	0.1055298177
677	0.1054712957
678	0.1054277991
679	0.1053885989
680	0.1053479795
681	0.1053058154
682	0.105257364
683	0.1051995717
684	0.1051590877
685	0.105113338
686	0.1050760724
687	0.1050194164
688	0.1049719564
689	0.1049384499
690	0.1048909118
691	0.1048380587
692	0.1048084496
693	0.1047533674
694	0.1047022623
695	0.1046695697
696	0.1046257669
697	0.1045850034
698	0.1045369902
699	0.1044961095
700	0.1044529082
701	0.1044198992
702	0.104376215
703	0.1043355714
704	0.1042838951
705	0.1042416316
706	0.104199493
707	0.1041619635
708	0.1041167278
709	0.1040769141
710	0.1040172662
711	0.1039719286
712	0.1039373984
713	0.1039053224
714	0.1038591903
715	0.1038171154
716	0.1037829942
717	0.1037414421
718	0.1036884092
719	0.1036400406
720	0.1035906898
721	0.1035451912
722	0.1035059661
723	0.1034805983
724	0.1034517822
725	0.103424815
726	0.1033738937
727	0.1033261237
728	0.103285271
729	0.1032307337
730	0.1031803732
731	0.1031359287
732	0.103096039
733	0.1030482413
734	0.1029653042
735	0.1029228028
736	0.102886392
737	0.1028460131
738	0.1027902345
739	0.1027386361
740	0.1027120923
741	0.1026858581
742	0.1026454627
743	0.102608336
744	0.1025620016
745	0.1025095723
746	0.1024623161
747	0.1024175063
748	0.1023768178
749	0.1023406688
750	0.1023060456
751	0.102256276
752	0.1022223574
753	0.1021850379
754	0.1021419483
755	0.1020983233
756	0.1020559169
757	0.1020156726
758	0.1019849601
759	0.1019242294
760	0.1018882064
761	0.1018616889
762	0.1018287632
763	0.1017714785
764	0.1017399486
765	0.1016915259
766	0.1016508182
767	0.1016169316
768	0.1015782575
769	0.101531978
770	0.1014794734
771	0.1014340204
772	0.101378434
773	0.101336147
774	0.1013027668
775	0.1012840417
776	0.1012506993
777	0.1011976559
778	0.1011590121
779	0.101109991
780	0.101087913
781	0.1010324751
782	0.1009873439
783	0.1009617698
784	0.1009283333
785	0.1008813151
786	0.1008319169
787	0.1008026571
788	0.100762919
789	0.1007183142
790	0.1006904841
791	0.1006328873
792	0.1005886194
793	0.1005642951
794	0.100520709
795	0.1004961514
796	0.100463244
797	0.1004153919
798	0.1003780658
799	0.1003328362
800	0.1002865794
801	0.1002570559
802	0.1002218472
803	0.1001806901
804	0.1001426989
805	0.1001231882
806	0.1000814443
807	0.1000516874
808	0.1000089031
809	0.0999652609
810	0.09992092233
811	0.09989517765
812	0.09986474911
813	0.09981595314
814	0.09977987675
815	0.09973502834
816	0.09969342041
817	0.09965697239
818	0.09962657627
819	0.09957607878
820	0.09953803751
821	0.09950006467
822	0.09945880991
823	0.09942219168
824	0.09938367153
825	0.09936293654
826	0.0993283631
827	0.09930443631
828	0.09926677891
829	0.09923715867
830	0.09920117925
831	0.09915459829
832	0.09911532396
833	0.09908945809
834	0.09905620377
835	0.09903772005
836	0.09899817208
837	0.09894995661
838	0.0989214875
839	0.098881963
840	0.0988331587
841	0.09879778694
842	0.09877593977
843	0.09873807361
844	0.09870145589
845	0.09867408171
846	0.09864765988
847	0.09861461857
848	0.09857626392
849	0.09853713091
850	0.09852185341
851	0.09846428002
852	0.09842690056
853	0.09838881144
854	0.09834185392
855	0.09830004624
856	0.09825430126
857	0.09822266854
858	0.09818469503
859	0.09815056881
860	0.09811947159
861	0.09809111474
862	0.09804331855
863	0.09801340926
864	0.09797322168
865	0.09794696093
866	0.0979155114
867	0.09787414223
868	0.09785176851
869	0.09783024857
870	0.09779401587
871	0.09774916487
872	0.09771087836
873	0.09767399762
874	0.0976521122
875	0.09763215835
876	0.09761430232
877	0.09757980931
878	0.0975416229
879	0.09752045184
880	0.09748596435
881	0.09742541933
882	0.09738179109
883	0.09733962819
884	0.09729801379
885	0.09725538908
886	0.09721956183
887	0.09717481703
888	0.09714000915
889	0.0971066146
890	0.09707584817
891	0.09704037384
892	0.09700388402
893	0.09696298446
894	0.09693055925
895	0.09690248149
896	0.09686008478
897	0.09682648123
898	0.09678207795
899	0.0967454006
900	0.09670859966
901	0.09666590086
902	0.09663632759
903	0.09660426449
904	0.09656621938
905	0.09653330746
906	0.0965073432
907	0.09648828724
908	0.09645289052
909	0.09641426406
910	0.096396436
911	0.09636236019
912	0.09632046484
913	0.09630167756
914	0.09626273812
915	0.09622204986
916	0.09620464353
917	0.09617262729
918	0.09613649099
919	0.09610039799
920	0.09606839253
921	0.09602918218
922	0.09600981471
923	0.09599191933
924	0.09594607831
925	0.09593255592
926	0.09589832598
927	0.09588049436
928	0.0958630828
929	0.09583214376
930	0.09579933667
931	0.0957578834
932	0.09571834444
933	0.09568077215
934	0.09563306833
935	0.09559721342
936	0.09555698019
937	0.09552417448
938	0.09550339538
939	0.09547517619
940	0.09545206284
941	0.09541546096
942	0.0953989983
943	0.09536841661
944	0.09532573686
945	0.09529749668
946	0.09525962319
947	0.09522003684
948	0.09518606672
949	0.09515334525
950	0.09511814033
951	0.09510236651
952	0.09507576798
953	0.09504538861
954	0.09499625425
955	0.09496629615
956	0.0949310494
957	0.09489814996
958	0.094859388
959	0.09483409373
960	0.09480511777
961	0.09478077924
962	0.09474887882
963	0.09472057183
964	0.09470731268
965	0.09466896166
966	0.09464071373
967	0.0946046103
968	0.09457107897
969	0.09454737826
970	0.09453238725
971	0.09449948349
972	0.0944502297
973	0.09442323785
974	0.09438899175
975	0.09435737749
976	0.09432393805
977	0.09430602292
978	0.09427599112
979	0.09424281105
980	0.09421040323
981	0.0941774735
982	0.09415645843
983	0.09414133664
984	0.09411793409
985	0.09408214101
986	0.09404882307
987	0.09402040822
988	0.09398375997
989	0.09394791645
990	0.09391492157
991	0.09388888953
992	0.0938768703
993	0.09386424942
994	0.09382248252
995	0.09378607121
996	0.09374954393
997	0.09372884344
998	0.0936977343
999	0.09366385823
1000	0.09363359667
1001	0.09360303116
1002	0.09356538054
1003	0.09353522542
1004	0.09349587197
1005	0.09348447753
1006	0.09345128141
1007	0.09342110234
1008	0.09340422563
1009	0.09337067337
1010	0.09334589847
1011	0.09333423236
1012	0.09329924874
1013	0.09326739859
1014	0.09325218862
1015	0.09323207352
1016	0.09321179273
1017	0.09317008104
1018	0.09314782407
1019	0.09312812003
1020	0.09310066132
1021	0.09306650125
1022	0.09301883647
1023	0.09298928846
1024	0.09296121442
1025	0.09293172121
1026	0.09289908934
1027	0.09284994098
1028	0.092821323
1029	0.09278907017
1030	0.0927709121
1031	0.09273725113
1032	0.09271084177
1033	0.09268813244
1034	0.0926622551
1035	0.09265035775
1036	0.09262862673
1037	0.09261003865
1038	0.09259830593
1039	0.09257570023
1040	0.0925638047
1041	0.09255321523
1042	0.09252311338
1043	0.09249052902
1044	0.09246282913
1045	0.09242816278
1046	0.09241771087
1047	0.09237813136
1048	0.09235468595
1049	0.09232527539
1050	0.09229243872
1051	0.09227275603
1052	0.09223959859
1053	0.09222928198
1054	0.09220223874
1055	0.09217744909
1056	0.09215904103
1057	0.09214593401
1058	0.09211614803
1059	0.09208024004
1060	0.09205917524
1061	0.09200939472
1062	0.09198786491
1063	0.0919555261
1064	0.09192780107
1065	0.09191771837
1066	0.09190733795
1067	0.09189742879
1068	0.0918739645
1069	0.09184738984
1070	0.09181759456
1071	0.09178384119
1072	0.09176464647
1073	0.09174541115
1074	0.09172748598
1075	0.09170911061
1076	0.09169948348
1077	0.09167287079
1078	0.0916443104
1079	0.09161946702
1080	0.09159167866
1081	0.09158128911
1082	0.09156303203
1083	0.09153009085
1084	0.09151294648
1085	0.0914807621
1086	0.09145976245
1087	0.09140601401
1088	0.09138900755
1089	0.09135835126
1090	0.09134718806
1091	0.09131133054
1092	0.09128917095
1093	0.09127314118
1094	0.09124791471
1095	0.09122597465
1096	0.09121677318
1097	0.09120679631
1098	0.09117479068
1099	0.09114596102
1100	0.09111768438
1101	0.09110835361
1102	0.09109944368
1103	0.09105382731
1104	0.09102851261
1105	0.09100379006
1106	0.09097302857
1107	0.090945643
1108	0.09091572699
1109	0.09088347023
1110	0.0908558996
1111	0.09081937813
1112	0.09079272052
1113	0.09076618448
1114	0.09073415966
1115	0.09070666741
1116	0.09068618459
1117	0.09065840949
1118	0.09063379571
1119	0.09061222758
1120	0.09058816957
1121	0.09056411891
1122	0.09054539478
1123	0.09052787918
1124	0.09051107252
1125	0.09048461252
1126	0.09045607732
1127	0.09043708653
1128	0.09042304457
1129	0.09039872426
1130	0.09037602719
1131	0.09034960843
1132	0.09033128389
1133	0.09032307401
1134	0.09030500314
1135	0.09028373553
1136	0.09025898792
1137	0.0902323227
1138	0.09021550754
1139	0.09019287762
1140	0.09016517628
1141	0.09013690007
1142	0.09011394126
1143	0.09008629247
1144	0.09007086871
1145	0.09003681696
1146	0.09002314895
1147	0.09000671854
1148	0.08997989093
1149	0.08994404565
1150	0.08992009511
1151	0.08991263861
1152	0.08989304156
1153	0.08986570299
1154	0.08984687344
1155	0.0898311822
1156	0.0898170053
1157	0.08979038235
1158	0.08976061332
1159	0.08973310254
1160	0.08972414852
1161	0.08969716958
1162	0.08965969043
1163	0.08963102152
1164	0.08959776668
1165	0.08957254464
1166	0.08954888307
1167	0.089533396
1168	0.08951896037
1169	0.08949984801
1170	0.08948711156
1171	0.08945771977
1172	0.08942779009
1173	0.08939692531
1174	0.08936347332
1175	0.08934715224
1176	0.08933455624
1177	0.08932693004
1178	0.08930206132
1179	0.08928592155
1180	0.08926868417
1181	0.08925425416
1182	0.08922840724
1183	0.08922063623
1184	0.08920235739
1185	0.08916780915
1186	0.08913781256
1187	0.08912264574
1188	0.08910461931
1189	0.08908858941
1190	0.08907364821
1191	0.08906603873
1192	0.08902935466
1193	0.08900385633
1194	0.0889749068
1195	0.08893111414
1196	0.08891481098
1197	0.08889723789
1198	0.08886709578
1199	0.08883733955
1200	0.08880196544
1201	0.08878112678
1202	0.08876342459
1203	0.08872932244
1204	0.08871330701
1205	0.08869705698
1206	0.08868134149
1207	0.08866836771
1208	0.08865233219
1209	0.08863395775
1210	0.08861356637
1211	0.0885974855
1212	0.08858161969
1213	0.08856570306
1214	0.08854990698
1215	0.0885403131
1216	0.08851154254
1217	0.08849492253
1218	0.08846311152
1219	0.08843686178
1220	0.08841159961
1221	0.08839397203
1222	0.08837839222
1223	0.08836563271
1224	0.08834150981
1225	0.08832976303
1226	0.08829888865
1227	0.08828329097
1228	0.08826628633
1229	0.08823795243
1230	0.08821046523
1231	0.08819599491
1232	0.08816322899
1233	0.08815562173
1234	0.08812773411
1235	0.08810945547
1236	0.08807538818
1237	0.08803967719
1238	0.088025274
1239	0.0879997331
1240	0.08797246846
1241	0.08795577331
1242	0.08792785427
1243	0.08789330277
1244	0.08787376611
1245	0.08785899109
1246	0.0878298918
1247	0.08781984769
1248	0.08779830073
1249	0.08777996134
1250	0.08776679792
1251	0.08775490187
1252	0.08773191161
1253	0.08769775208
1254	0.08765727657
1255	0.0876305873
1256	0.08761177821
1257	0.08758119234
1258	0.08756470554
1259	0.0875501541
1260	0.08752142079
1261	0.08750194924
1262	0.08747128508
1263	0.0874430646
1264	0.08742790341
1265	0.08740268587
1266	0.08739100997
1267	0.08736476369
1268	0.08733464591
1269	0.08732168538
1270	0.08729219755
1271	0.08727621564
1272	0.08725232178
1273	0.08723642066
1274	0.08720362853
1275	0.08718849652
1276	0.0871782767
1277	0.0871567093
1278	0.08713835863
1279	0.08711576222
1280	0.08708829365
1281	0.08706376033
1282	0.08703353134
1283	0.08700854732
1284	0.08698159824
1285	0.0869732269
1286	0.08694897057
1287	0.08691548887
1288	0.08690424757
1289	0.08689767822
1290	0.08686848993
1291	0.08685455914
1292	0.08683006528
1293	0.08680636638
1294	0.08677249613
1295	0.08675041986
1296	0.08673511571
1297	0.08672311286
1298	0.08670849226
1299	0.08669362689
1300	0.08666954894
1301	0.08664018598
1302	0.08661632348
1303	0.08658159196
1304	0.08655757585
1305	0.08653431502
1306	0.08651517193
1307	0.08649804487
1308	0.08647943469
1309	0.08646470532
1310	0.08644960804
1311	0.08641798917
1312	0.08640669507
1313	0.08638026423
1314	0.08636561923
1315	0.08633951131
1316	0.08631962708
1317	0.08630461477
1318	0.08627478568
1319	0.08624332823
1320	0.0862369131
1321	0.08622135302
1322	0.08619798399
1323	0.08618642286
1324	0.08617637793
1325	0.08616931867
1326	0.08614066493
1327	0.08612254446
1328	0.08610505469
1329	0.08609666331
1330	0.08606574869
1331	0.08605534995
1332	0.08601231466
1333	0.08598092713
1334	0.08595401018
1335	0.08593686319
1336	0.08592314377
1337	0.08590028333
1338	0.08587314817
1339	0.08583537583
1340	0.08579664552
1341	0.08577231317
1342	0.08574654054
1343	0.08572847522
1344	0.08570544837
1345	0.0856985521
1346	0.08567407116
1347	0.08565952531
1348	0.08564516328
1349	0.08561232723
1350	0.08559546453
1351	0.08554588073
1352	0.08550953309
1353	0.08548212278
1354	0.08545896901
1355	0.08543577374
1356	0.08539916663
1357	0.08538495771
1358	0.08536387121
1359	0.0853411002
1360	0.08531324746
1361	0.08529920875
1362	0.08528521758
1363	0.08525683065
1364	0.08524383637
1365	0.08522105284
1366	0.08520945335
1367	0.08519983551
1368	0.08518525637
1369	0.08517646575
1370	0.08515136243
1371	0.08514497907
1372	0.08513447316
1373	0.08512101551
1374	0.08508767624
1375	0.08507589566
1376	0.0850655287
1377	0.08504840897
1378	0.08502581691
1379	0.08499933908
1380	0.08498578948
1381	0.08497166405
1382	0.08496305999
1383	0.08495569066
1384	0.08494198397
1385	0.08493042607
1386	0.08490520623
1387	0.08489301933
1388	0.0848602379
1389	0.08484086515
1390	0.08481611451
1391	0.08479903045
1392	0.08478704354
1393	0.0847716345
1394	0.08476177671
1395	0.08475278612
1396	0.08474152257
1397	0.08472747534
1398	0.0847121815
1399	0.08470089418
1400	0.08468005512
1401	0.08465489366
1402	0.08464931167
1403	0.08462081954
1404	0.08457802581
1405	0.08454667256
1406	0.08453021279
1407	0.08450599938
1408	0.08448942228
1409	0.08446643706
1410	0.08444745963
1411	0.08443710916
1412	0.08443102535
1413	0.08442012251
1414	0.08441148491
1415	0.08438613069
1416	0.08437311314
1417	0.08435992071
1418	0.08433628434
1419	0.08431007846
1420	0.08429621121
1421	0.08426994252
1422	0.08424748389
1423	0.08423714507
1424	0.08421229328
1425	0.08417910269
1426	0.08414728185
1427	0.08413053647
1428	0.08411007627
1429	0.08408371266
1430	0.08405771294
1431	0.08403098591
1432	0.08401477273
1433	0.08400113377
1434	0.08398738566
1435	0.08396357608
1436	0.0839555554
1437	0.08392588969
1438	0.08391674431
1439	0.08388898499
1440	0.08387879613
1441	0.08384792627
1442	0.0838420108
1443	0.0838147177
1444	0.08377820171
1445	0.08374081317
1446	0.08371614423
1447	0.08370035964
1448	0.08367620353
1449	0.0836600763
1450	0.08363417761
1451	0.08360922887
1452	0.08359259597
1453	0.08356216195
1454	0.08354098213
1455	0.08351776639
1456	0.0835088709
1457	0.08347557712
1458	0.08346988873
1459	0.08344280036
1460	0.08342743237
1461	0.08339454228
1462	0.08337492833
1463	0.08336951568
1464	0.0833327187
1465	0.08330555187
1466	0.08328181992
1467	0.08326719416
1468	0.08325193898
1469	0.08323973757
1470	0.08321459172
1471	0.08320587357
1472	0.08319307002
1473	0.08317805601
1474	0.08315398625
1475	0.08313546907
1476	0.08310124677
1477	0.08309536171
1478	0.08308747929
1479	0.08308220561
1480	0.08307202448
1481	0.08306776873
1482	0.08305216944
1483	0.08302674384
1484	0.08300521835
1485	0.0829740529
1486	0.08295441673
1487	0.08292637328
1488	0.08291095771
1489	0.08289903649
1490	0.08289059405
1491	0.08287841054
1492	0.08285844798
1493	0.08284055078
1494	0.08283483937
1495	0.08280107061
1496	0.08276856196
1497	0.08275229813
1498	0.08272311632
1499	0.08270545273
1500	0.08269018556
1501	0.08266777425
1502	0.08264125238
1503	0.0826330261
1504	0.08262544619
1505	0.08260612816
1506	0.08258264919
1507	0.08256718955
